Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
ACHE	7q22.1	8.04	8.30	1.03	1.07	-0.26	0.0601	0.102	Unaltered group
LTK	15q15.1	2.72	3.13	1.62	1.55	-0.40	0.0601	0.102	Unaltered group
LIG1	19q13.33	8.62	8.78	0.61	0.70	-0.15	0.0602	0.102	Unaltered group
PPIAL4G	1q21.2	3.33	3.47	0.53	0.59	-0.13	0.0602	0.102	Unaltered group
FAM184B	4p15.32-p15.31	5.28	5.70	1.67	1.89	-0.42	0.0602	0.102	Unaltered group
SERPINB7	18q21.33	0.06	0.11	0.20	0.27	-0.05	0.0602	0.102	Unaltered group
NCL	2q37.1	13.37	13.43	0.22	0.31	-0.06	0.0604	0.102	Unaltered group
ALCAM	3q13.11	11.89	12.05	0.63	0.75	-0.16	0.0605	0.103	Unaltered group
FAT3	11q14.3	9.99	10.23	0.97	1.00	-0.24	0.0605	0.103	Unaltered group
SLC38A11	2q24.3	3.44	3.73	1.15	1.16	-0.29	0.0608	0.103	Unaltered group
CSNK2A2	16q21	8.77	8.83	0.24	0.27	-0.06	0.0610	0.103	Unaltered group
PPP1R11	6p22.1	10.43	10.50	0.30	0.27	-0.07	0.0610	0.103	Unaltered group
CHD8	14q11.2	10.93	11.02	0.38	0.39	-0.10	0.0611	0.103	Unaltered group
PON3	7q21.3	3.65	4.00	1.42	1.27	-0.35	0.0613	0.104	Unaltered group
PNKD	2q35	10.19	10.28	0.38	0.44	-0.10	0.0614	0.104	Unaltered group
TNNC2	20q13.12	2.37	2.62	1.00	1.05	-0.25	0.0614	0.104	Unaltered group
ADSL	22q13.1	9.21	9.30	0.34	0.38	-0.08	0.0615	0.104	Unaltered group
C1ORF21	1q25.3	10.72	10.87	0.57	0.60	-0.14	0.0616	0.104	Unaltered group
SAMD5	6q24.3	5.82	6.14	1.30	1.32	-0.32	0.0617	0.104	Unaltered group
NDUFA13	19p13.11	11.44	11.58	0.58	0.50	-0.14	0.0618	0.105	Unaltered group
CLCN7	16p13.3	11.06	11.15	0.33	0.31	-0.08	0.0619	0.105	Unaltered group
NUDC	1p36.11	11.06	11.18	0.48	0.46	-0.12	0.0621	0.105	Unaltered group
SMN1	5q13.2	1.98	2.26	1.11	1.10	-0.27	0.0621	0.105	Unaltered group
ECM1	1q21.2	7.30	7.58	1.17	0.78	-0.28	0.0622	0.105	Unaltered group
CNOT8	5q33.2	10.33	10.39	0.26	0.31	-0.07	0.0622	0.105	Unaltered group
LYRM4	6p25.1	8.54	8.65	0.43	0.40	-0.11	0.0622	0.105	Unaltered group
MPG	16p13.3	9.40	9.51	0.47	0.46	-0.12	0.0623	0.105	Unaltered group
ZBTB22	6p21.3	9.49	9.57	0.35	0.29	-0.08	0.0623	0.105	Unaltered group
ARMC8	3q22.3	9.65	9.72	0.28	0.31	-0.07	0.0625	0.105	Unaltered group
CA5BP1	Xp22.2	8.22	8.33	0.47	0.46	-0.12	0.0626	0.106	Unaltered group
NUDT15	13q14.2	7.53	7.62	0.35	0.41	-0.09	0.0626	0.106	Unaltered group
RBM11	21q11.2	4.13	4.49	1.42	1.63	-0.36	0.0626	0.106	Unaltered group
ZNF580	19q13.42	8.44	8.59	0.61	0.68	-0.15	0.0626	0.106	Unaltered group
B3GAT3	11q12.3	9.94	10.06	0.50	0.45	-0.12	0.0627	0.106	Unaltered group
EHD1	11q13.1	10.64	10.79	0.59	0.59	-0.15	0.0627	0.106	Unaltered group
PWWP2B	10q26.3	7.40	7.56	0.67	0.65	-0.16	0.0629	0.106	Unaltered group
LAT	16q13	5.51	5.83	1.31	1.09	-0.32	0.0629	0.106	Unaltered group
UCN3	10p15.1	0.06	0.12	0.21	0.27	-0.05	0.0629	0.106	Unaltered group
RANBP10	16q22	9.12	9.19	0.25	0.34	-0.06	0.0630	0.106	Unaltered group
STAC2	17q12	6.62	7.12	2.01	2.27	-0.50	0.0631	0.106	Unaltered group
VWC2	7p12.2	5.31	5.69	1.59	1.52	-0.39	0.0632	0.106	Unaltered group
SNORA57	11q12.2	0.48	0.67	0.76	0.88	-0.19	0.0632	0.106	Unaltered group
ST8SIA5	18q21.1	5.56	5.96	1.65	1.54	-0.40	0.0634	0.107	Unaltered group
LY6G6C	6p21.33	0.97	1.16	0.73	0.84	-0.18	0.0635	0.107	Unaltered group
TUBGCP4	15q15.3	8.40	8.53	0.53	0.61	-0.13	0.0635	0.107	Unaltered group
MIPOL1	14q13.3-q21.1	5.23	5.58	1.45	1.19	-0.35	0.0637	0.107	Unaltered group
FAM66E	8p23.1	2.36	2.59	0.91	1.00	-0.23	0.0637	0.107	Unaltered group
OXSM	3p24.2	7.20	7.29	0.38	0.38	-0.09	0.0640	0.108	Unaltered group
PRCC	1q23.1	10.54	10.62	0.33	0.30	-0.08	0.0640	0.108	Unaltered group
MRPL14	6p21.1	8.71	8.84	0.54	0.41	-0.13	0.0641	0.108	Unaltered group
TMEM242	6q25.3	8.90	8.98	0.34	0.38	-0.08	0.0642	0.108	Unaltered group
PHTF2	7q11.23-q21.11	8.66	8.76	0.38	0.46	-0.10	0.0643	0.108	Unaltered group
TNNT3	11p15.5	0.29	0.40	0.45	0.67	-0.12	0.0643	0.108	Unaltered group
CEP192	18p11.21	9.20	9.32	0.49	0.54	-0.12	0.0643	0.108	Unaltered group
TPD52L1	6q22-q23	8.05	8.35	1.20	1.43	-0.30	0.0645	0.108	Unaltered group
MEGF6	1p36.32	6.16	6.49	1.41	0.99	-0.33	0.0648	0.109	Unaltered group
BAZ2A	12q13.3	10.71	10.81	0.43	0.47	-0.11	0.0651	0.109	Unaltered group
BMPR2	2q33.1-q33.2	11.30	11.42	0.49	0.47	-0.12	0.0652	0.109	Unaltered group
RTL4	Xq23	0.81	1.03	0.87	0.97	-0.22	0.0653	0.110	Unaltered group
NR2F1	5q15	10.50	10.68	0.74	0.73	-0.18	0.0653	0.110	Unaltered group
MTRF1L	6q25.2	8.28	8.36	0.34	0.33	-0.08	0.0653	0.110	Unaltered group
ACSBG1	15q25.1	9.57	9.86	1.15	1.30	-0.29	0.0654	0.110	Unaltered group
PFDN1	5q31.3	10.33	10.39	0.22	0.25	-0.05	0.0654	0.110	Unaltered group
TARS2	1q21.2	9.27	9.33	0.27	0.25	-0.06	0.0656	0.110	Unaltered group
LINC00895	22q11.21	0.04	0.07	0.13	0.22	-0.04	0.0659	0.110	Unaltered group
LRRC27	10q26.3	8.45	8.59	0.59	0.50	-0.14	0.0660	0.111	Unaltered group
PLA2G4D	15q15.1	0.54	0.70	0.62	0.85	-0.16	0.0660	0.111	Unaltered group
DSC1	18q12.1	0.80	0.97	0.67	0.96	-0.17	0.0661	0.111	Unaltered group
GCDH	19p13.13	9.55	9.67	0.49	0.54	-0.12	0.0661	0.111	Unaltered group
OXCT2	1p34.2	2.28	2.52	1.01	0.96	-0.24	0.0661	0.111	Unaltered group
ALDH6A1	14q24.3	9.99	10.22	0.96	0.95	-0.23	0.0661	0.111	Unaltered group
C5ORF47	5q35.2	2.21	2.40	0.76	0.76	-0.18	0.0661	0.111	Unaltered group
PCDHGB7	5q31.3	8.65	9.22	2.27	2.71	-0.57	0.0662	0.111	Unaltered group
BRAT1	7p22.3	10.37	10.48	0.47	0.55	-0.12	0.0662	0.111	Unaltered group
OR8S1	12q13.11	0.13	0.19	0.24	0.32	-0.06	0.0664	0.111	Unaltered group
SFPQ	1p34.3	11.81	11.89	0.33	0.36	-0.08	0.0665	0.111	Unaltered group
CYP4F29P	21q11.2	1.14	1.45	1.26	1.51	-0.31	0.0666	0.111	Unaltered group
HSP90AB4P	15q21.3	0.55	0.66	0.45	0.56	-0.11	0.0667	0.112	Unaltered group
PLEKHG3	14q23.3	9.59	9.80	0.90	0.80	-0.22	0.0667	0.112	Unaltered group
GGA3	17q25.1	9.85	9.93	0.32	0.32	-0.08	0.0669	0.112	Unaltered group
LY6K	8q24.3	4.82	5.07	1.01	1.02	-0.25	0.0669	0.112	Unaltered group
BAG5	14q32.33	10.04	10.11	0.32	0.33	-0.08	0.0670	0.112	Unaltered group
RASGRF2	5q14.1	6.62	6.92	1.17	1.51	-0.30	0.0670	0.112	Unaltered group
STAG3L1	7q11.23	5.78	6.07	1.22	1.08	-0.29	0.0671	0.112	Unaltered group
OCLM	1q31.1	1.46	1.65	0.78	0.80	-0.19	0.0672	0.112	Unaltered group
CCDC178	18q12.1	3.87	4.34	1.93	1.82	-0.46	0.0673	0.112	Unaltered group
SHH	7q36.3	2.18	2.63	1.89	1.55	-0.45	0.0673	0.112	Unaltered group
INSYN2B	5q35.1	5.86	6.29	1.78	1.82	-0.43	0.0674	0.112	Unaltered group
BRDTP1	Xq21.33	0.01	0.04	0.09	0.14	-0.02	0.0676	0.113	Unaltered group
RPLP0P2	11q12.2	3.25	3.55	1.22	1.11	-0.29	0.0676	0.113	Unaltered group
LCLAT1	2p23.1	8.20	8.29	0.35	0.40	-0.09	0.0677	0.113	Unaltered group
CCNO	5q11.2	2.76	3.17	1.69	1.79	-0.41	0.0677	0.113	Unaltered group
EMX2	10q26.11	6.96	7.32	1.49	1.55	-0.36	0.0678	0.113	Unaltered group
ZNF285	19q13.31	6.74	6.87	0.54	0.51	-0.13	0.0678	0.113	Unaltered group
TMEM200C	18p11.31	6.48	6.71	0.94	0.72	-0.22	0.0680	0.113	Unaltered group
NAIF1	9q34.11	7.58	7.65	0.26	0.30	-0.06	0.0680	0.113	Unaltered group
WASH8P	12p13.33	8.94	9.15	0.85	0.66	-0.20	0.0680	0.113	Unaltered group
ZNF280C	Xq26.1	6.54	6.65	0.46	0.53	-0.11	0.0685	0.114	Unaltered group
SIX4	14q23.1	6.11	6.40	1.25	1.07	-0.30	0.0688	0.115	Unaltered group
VTI1B	14q24.1	10.13	10.22	0.35	0.40	-0.09	0.0688	0.115	Unaltered group
CLEC3A	16q23.1	0.76	0.96	0.78	1.06	-0.20	0.0691	0.115	Unaltered group
SULT1A2	16p11.2	2.83	3.04	0.85	0.86	-0.21	0.0691	0.115	Unaltered group
SLC25A34	1p36.21	5.62	5.83	0.88	0.87	-0.21	0.0692	0.115	Unaltered group
CRADD	12q22	7.60	7.69	0.37	0.43	-0.09	0.0693	0.115	Unaltered group
MRPL23	11p15.5	8.75	8.89	0.60	0.59	-0.14	0.0694	0.115	Unaltered group
CIDEC	3p25.3	1.27	1.43	0.71	0.70	-0.17	0.0694	0.116	Unaltered group
UBE2T	1q32.1	6.19	6.45	1.11	1.16	-0.27	0.0695	0.116	Unaltered group
PRR12	19q13.33	9.92	10.03	0.44	0.49	-0.11	0.0697	0.116	Unaltered group
MRPL52	14q11.2	9.09	9.23	0.57	0.49	-0.13	0.0700	0.116	Unaltered group
PAK6	15q15.1	6.72	6.99	1.01	1.82	-0.27	0.0700	0.116	Unaltered group
TRIM49D2	11q14.3	0.07	0.14	0.28	0.37	-0.07	0.0700	0.116	Unaltered group
FKBP1AP1	19q13.43	2.82	3.11	1.20	1.09	-0.28	0.0701	0.117	Unaltered group
GABARAPL3	15q26.1	1.97	2.14	0.73	0.76	-0.18	0.0701	0.117	Unaltered group
PFKFB4	3p21.31	8.15	8.26	0.46	0.51	-0.11	0.0702	0.117	Unaltered group
INCA1	17p13.2	5.49	5.64	0.63	0.60	-0.15	0.0703	0.117	Unaltered group
MAGEA9B	Xq28	0.16	0.26	0.40	0.42	-0.10	0.0703	0.117	Unaltered group
NCCRP1	19q13.2	0.74	0.92	0.70	0.90	-0.17	0.0704	0.117	Unaltered group
SPR	2p13.2	8.04	8.19	0.61	0.72	-0.15	0.0706	0.117	Unaltered group
INHBC	12q13.3	2.88	3.14	1.11	1.12	-0.27	0.0708	0.118	Unaltered group
SLC17A4	6p22.2	0.04	0.09	0.20	0.27	-0.05	0.0708	0.118	Unaltered group
PCDHB11	5q31.3	3.80	4.03	1.00	0.95	-0.24	0.0708	0.118	Unaltered group
MAP4K5	14q22.1	10.07	10.21	0.57	0.55	-0.14	0.0709	0.118	Unaltered group
MRPS30	5p12	7.90	7.96	0.26	0.34	-0.06	0.0709	0.118	Unaltered group
DPY19L4	8q22.1	9.93	10.03	0.41	0.43	-0.10	0.0710	0.118	Unaltered group
MAPK7	17p11.2	9.07	9.15	0.34	0.45	-0.08	0.0711	0.118	Unaltered group
TMCC1	3q22.1	10.19	10.30	0.49	0.49	-0.12	0.0712	0.118	Unaltered group
TMEM171	5q13.2	1.65	1.94	1.15	1.40	-0.28	0.0712	0.118	Unaltered group
MAPKAPK5	12q24.12-q24.13	8.76	8.82	0.27	0.25	-0.06	0.0714	0.118	Unaltered group
LINC00051	8q24.3	0.04	0.09	0.17	0.21	-0.04	0.0714	0.118	Unaltered group
COPZ1	12q13.13	11.20	11.28	0.30	0.31	-0.07	0.0715	0.119	Unaltered group
OR52W1	11p15.4	0.11	0.17	0.24	0.28	-0.06	0.0715	0.119	Unaltered group
ZNF629	16p11.2	10.16	10.23	0.32	0.31	-0.07	0.0715	0.119	Unaltered group
SMIM26	20p11.23	8.57	8.66	0.34	0.40	-0.08	0.0716	0.119	Unaltered group
TMEM87A	15q15.1	10.61	10.69	0.29	0.40	-0.07	0.0718	0.119	Unaltered group
USP17L9P	4p16.1	0.03	0.05	0.10	0.17	-0.03	0.0719	0.119	Unaltered group
SHISA9	16p13.12	7.83	8.21	1.49	2.06	-0.37	0.0720	0.119	Unaltered group
CCNH	5q14.3	9.15	9.21	0.26	0.31	-0.06	0.0721	0.119	Unaltered group
FAM162A	3q21.1	9.29	9.40	0.43	0.53	-0.11	0.0722	0.120	Unaltered group
ZHX2	8q24.13	10.76	10.91	0.63	0.66	-0.15	0.0724	0.120	Unaltered group
PCDH15	10q21.1	9.06	9.54	2.00	2.14	-0.48	0.0725	0.120	Unaltered group
PITPNA	17p13.3	11.47	11.55	0.32	0.31	-0.07	0.0725	0.120	Unaltered group
THAP4	2q37.3	9.70	9.77	0.29	0.33	-0.07	0.0726	0.120	Unaltered group
TEK	9p21.2	7.61	7.83	0.88	1.06	-0.22	0.0727	0.120	Unaltered group
COQ5	12q24.31	9.07	9.14	0.29	0.34	-0.07	0.0727	0.120	Unaltered group
GPER1	7p22.3	7.72	7.89	0.70	0.64	-0.16	0.0728	0.120	Unaltered group
NOSTRIN	2q24.3	6.57	6.77	0.86	0.75	-0.20	0.0728	0.120	Unaltered group
CRIP2	14q32.33	11.18	11.34	0.71	0.58	-0.17	0.0730	0.121	Unaltered group
TMEM204	16p13.3	7.64	7.85	0.90	0.81	-0.21	0.0730	0.121	Unaltered group
IRAG1	11p15.4	10.32	10.58	1.07	1.15	-0.26	0.0731	0.121	Unaltered group
RBPMS2	15q22.31	5.43	5.68	1.10	0.95	-0.26	0.0731	0.121	Unaltered group
PDF	16q22.1	6.20	6.34	0.63	0.56	-0.15	0.0732	0.121	Unaltered group
AMY1A	1p21.1	1.52	1.73	0.87	0.96	-0.21	0.0732	0.121	Unaltered group
CEP290	12q21.32	8.82	8.95	0.55	0.52	-0.13	0.0733	0.121	Unaltered group
KLHL11	17q21.2	6.12	6.34	0.91	1.14	-0.22	0.0733	0.121	Unaltered group
FAM24B	10q26.13	3.74	4.05	1.31	1.33	-0.31	0.0735	0.121	Unaltered group
OSBP	11q12.1	10.58	10.64	0.28	0.31	-0.07	0.0737	0.122	Unaltered group
SIK1	21q22.3	8.35	8.58	0.94	0.91	-0.22	0.0737	0.122	Unaltered group
AKAP6	14q12	11.13	11.32	0.80	0.88	-0.19	0.0737	0.122	Unaltered group
MSMO1	4q32.3	10.50	10.68	0.74	0.87	-0.18	0.0738	0.122	Unaltered group
INF2	14q32.33	10.34	10.57	0.98	0.90	-0.23	0.0738	0.122	Unaltered group
INTS2	17q23.2	8.69	8.78	0.39	0.46	-0.09	0.0738	0.122	Unaltered group
RAB27B	18q21.2	4.22	4.60	1.64	1.61	-0.39	0.0741	0.122	Unaltered group
CWC15	11q21	9.87	9.94	0.30	0.31	-0.07	0.0741	0.122	Unaltered group
DUSP19	2q32.1	6.81	6.93	0.54	0.56	-0.13	0.0743	0.122	Unaltered group
BRD7	16q12.1	10.52	10.59	0.27	0.32	-0.07	0.0743	0.122	Unaltered group
MYH1	17p13.1	0.16	0.28	0.49	0.60	-0.12	0.0743	0.122	Unaltered group
NPIPB13	16p11.2	3.16	3.60	1.88	1.83	-0.44	0.0745	0.123	Unaltered group
ZC3H6	2q14.1	8.87	8.96	0.38	0.41	-0.09	0.0745	0.123	Unaltered group
METTL2B	7q32.1	8.43	8.54	0.45	0.47	-0.11	0.0746	0.123	Unaltered group
C15ORF32	15q26.1	0.06	0.11	0.17	0.28	-0.04	0.0746	0.123	Unaltered group
SEPTIN7P2	7p12.3	7.20	7.39	0.81	0.61	-0.19	0.0747	0.123	Unaltered group
TRIM27	6p22.1	10.24	10.34	0.41	0.34	-0.10	0.0747	0.123	Unaltered group
AFAP1L2	10q25.3	9.33	9.60	1.09	1.31	-0.26	0.0749	0.123	Unaltered group
KRT12	17q21.2	0.24	0.32	0.34	0.39	-0.08	0.0751	0.124	Unaltered group
TRIM43	2q11.1	0.02	0.06	0.15	0.22	-0.04	0.0753	0.124	Unaltered group
GOLGA8DP	15q11.2	0.23	0.35	0.48	0.46	-0.11	0.0753	0.124	Unaltered group
FDXR	17q25.1	8.11	8.33	0.93	0.87	-0.22	0.0755	0.124	Unaltered group
SYT14	1q32.2	5.55	5.82	1.12	1.38	-0.27	0.0756	0.124	Unaltered group
PTGIS	20q13.13	5.77	6.05	1.18	1.35	-0.28	0.0756	0.124	Unaltered group
SUMO1P3	1q23.2	6.85	6.92	0.28	0.31	-0.07	0.0756	0.124	Unaltered group
C3ORF35	3p22.2	1.93	2.12	0.78	0.75	-0.18	0.0758	0.125	Unaltered group
TBC1D14	4p16.1	11.95	12.05	0.44	0.43	-0.10	0.0758	0.125	Unaltered group
GMDS	6p25.3	6.96	7.09	0.53	0.53	-0.12	0.0758	0.125	Unaltered group
ATP9B	18q23	8.75	8.82	0.31	0.35	-0.07	0.0758	0.125	Unaltered group
INAVA	1q32.1	7.60	7.89	1.23	1.16	-0.29	0.0759	0.125	Unaltered group
MRPL54	19p13.3	8.95	9.08	0.57	0.52	-0.13	0.0759	0.125	Unaltered group
RADIL	7p22.1	6.96	7.19	1.00	0.74	-0.23	0.0764	0.125	Unaltered group
LRRC58	3q13.33	10.60	10.70	0.44	0.50	-0.10	0.0764	0.125	Unaltered group
MYC	8q24.21	9.71	9.96	1.07	1.12	-0.25	0.0764	0.125	Unaltered group
OR51B2	11p15.4	0.01	0.03	0.07	0.12	-0.02	0.0765	0.126	Unaltered group
GATD1	11p15.5	10.86	10.99	0.57	0.49	-0.13	0.0766	0.126	Unaltered group
CMTM4	16q22.1-q22.3	11.05	11.25	0.89	0.64	-0.20	0.0767	0.126	Unaltered group
PKLR	1q22	1.15	1.43	1.18	1.08	-0.27	0.0767	0.126	Unaltered group
IAPP	12p12.1	0.39	0.51	0.50	0.64	-0.12	0.0768	0.126	Unaltered group
EXD1	15q15.1	0.68	0.86	0.77	0.85	-0.18	0.0768	0.126	Unaltered group
C16ORF46	16q23.2	6.14	6.27	0.56	0.51	-0.13	0.0768	0.126	Unaltered group
TSPY1	Yp11.2	0.03	0.08	0.19	0.29	-0.05	0.0769	0.126	Unaltered group
CXCL17	19q13.2	0.16	0.25	0.35	0.66	-0.09	0.0770	0.126	Unaltered group
RPL7	8q21.11	9.81	9.95	0.60	0.65	-0.14	0.0770	0.126	Unaltered group
EXOSC6	16q22.1	7.78	7.87	0.38	0.37	-0.09	0.0771	0.127	Unaltered group
EYA1	8q13.3	8.11	8.48	1.58	1.85	-0.38	0.0772	0.127	Unaltered group
PSMC1	14q32.11	8.48	8.60	0.52	0.45	-0.12	0.0773	0.127	Unaltered group
CRABP1	15q25.1	2.83	3.36	2.25	2.22	-0.53	0.0773	0.127	Unaltered group
FAHD2A	2q11.1	8.59	8.70	0.47	0.48	-0.11	0.0775	0.127	Unaltered group
FAM95B1	9p11.2	6.42	6.75	1.44	1.42	-0.34	0.0776	0.127	Unaltered group
DLX5	7q21.3	3.66	4.08	1.83	1.74	-0.42	0.0777	0.127	Unaltered group
USP32P2	17p11.2	6.70	7.00	1.27	1.34	-0.30	0.0777	0.127	Unaltered group
NDUFB6	9p21.1	9.51	9.59	0.34	0.37	-0.08	0.0778	0.127	Unaltered group
SRSF2	17q25.2	11.26	11.33	0.29	0.34	-0.07	0.0778	0.127	Unaltered group
TOMM34	20q13.12	9.34	9.43	0.39	0.48	-0.09	0.0779	0.128	Unaltered group
FJX1	11p13	9.80	10.00	0.83	0.75	-0.19	0.0779	0.128	Unaltered group
ANKRD12	18p11.22	10.05	10.17	0.52	0.46	-0.12	0.0779	0.128	Unaltered group
TRMT10C	3q12.3	8.70	8.77	0.30	0.33	-0.07	0.0779	0.128	Unaltered group
MSL2	3q22.3	9.56	9.62	0.28	0.34	-0.07	0.0780	0.128	Unaltered group
MCM6	2q21.3	9.15	9.27	0.49	0.63	-0.12	0.0782	0.128	Unaltered group
MARVELD3	16q22.2	5.49	6.02	2.30	2.03	-0.53	0.0782	0.128	Unaltered group
LMOD3	3p14.1	2.95	3.13	0.76	0.85	-0.18	0.0782	0.128	Unaltered group
VPS37B	12q24.31	9.98	10.13	0.59	0.67	-0.14	0.0784	0.128	Unaltered group
NR4A1	12q13.13	9.25	9.60	1.53	1.15	-0.35	0.0784	0.128	Unaltered group
FAM131C	1p36.13	5.74	6.09	1.47	1.61	-0.35	0.0784	0.128	Unaltered group
CFAP20	16q21	9.58	9.67	0.38	0.33	-0.09	0.0784	0.128	Unaltered group
NEBL	10p12.31	0.03	0.06	0.14	0.18	-0.03	0.0784	0.128	Unaltered group
RNF43	17q22	3.94	4.29	1.48	1.61	-0.35	0.0785	0.128	Unaltered group
PXT1	6p21.31	1.43	1.59	0.70	0.65	-0.16	0.0786	0.128	Unaltered group
PTGES3	12q13.3	12.27	12.33	0.27	0.27	-0.06	0.0786	0.128	Unaltered group
ABCF1	6p21.33	10.72	10.81	0.41	0.32	-0.09	0.0787	0.129	Unaltered group
ZFYVE16	5q14.1	10.35	10.45	0.44	0.58	-0.11	0.0787	0.129	Unaltered group
SEPTIN12	16p13.3	0.63	0.82	0.79	0.84	-0.18	0.0788	0.129	Unaltered group
ALDH18A1	10q24.1	10.04	10.15	0.51	0.47	-0.12	0.0791	0.129	Unaltered group
KRT14	17q21.2	0.70	1.04	1.37	2.00	-0.34	0.0792	0.129	Unaltered group
TRIM28	19q13.43	11.93	12.03	0.40	0.53	-0.10	0.0792	0.129	Unaltered group
CNPY2	12q13.3	9.97	10.07	0.45	0.39	-0.10	0.0794	0.130	Unaltered group
ABCB10	1q42.13	8.09	8.15	0.27	0.35	-0.06	0.0795	0.130	Unaltered group
MT4	16q13	0.02	0.04	0.09	0.15	-0.02	0.0795	0.130	Unaltered group
ATP5ME	4p16.3	10.25	10.38	0.59	0.53	-0.13	0.0798	0.130	Unaltered group
DCTN2	12q13.3	11.56	11.67	0.48	0.42	-0.11	0.0799	0.130	Unaltered group
KRAS	12p12.1	9.86	9.96	0.41	0.45	-0.10	0.0799	0.130	Unaltered group
CRAT	9q34.11	10.67	10.77	0.42	0.39	-0.10	0.0801	0.131	Unaltered group
DCAF4	14q24.2	7.32	7.47	0.56	0.87	-0.14	0.0801	0.131	Unaltered group
PAPPA	9q33.1	4.77	5.14	1.59	1.66	-0.37	0.0802	0.131	Unaltered group
RNF31	14q12	9.65	9.74	0.37	0.30	-0.08	0.0802	0.131	Unaltered group
PHF10	6q27	10.79	10.88	0.40	0.39	-0.09	0.0802	0.131	Unaltered group
PCNX1	14q24.2	10.23	10.35	0.50	0.52	-0.12	0.0804	0.131	Unaltered group
BAAT	9q31.1	2.98	3.23	1.07	1.03	-0.25	0.0804	0.131	Unaltered group
EML2	19q13.32	8.95	9.17	0.94	0.79	-0.21	0.0806	0.131	Unaltered group
TOPBP1	3q22.1	9.64	9.73	0.38	0.47	-0.09	0.0808	0.132	Unaltered group
TLCD1	17q11.2	6.48	6.77	1.30	0.98	-0.29	0.0811	0.132	Unaltered group
EIF3H	8q23.3-q24.11	11.48	11.59	0.48	0.52	-0.11	0.0811	0.132	Unaltered group
FOXO3	6q21	10.78	10.90	0.54	0.46	-0.12	0.0811	0.132	Unaltered group
ORC2	2q33.1	7.93	8.00	0.32	0.36	-0.07	0.0812	0.132	Unaltered group
GNAT3	7q21.11	0.01	0.02	0.05	0.10	-0.01	0.0812	0.132	Unaltered group
HECTD2	10q23.32	8.25	8.40	0.65	0.61	-0.15	0.0812	0.132	Unaltered group
CEMP1	16p13.3	7.67	7.82	0.67	0.62	-0.15	0.0813	0.132	Unaltered group
TMEM11	17p11.2	8.51	8.58	0.32	0.33	-0.07	0.0816	0.133	Unaltered group
DMAC1	9p24.1	9.36	9.44	0.37	0.40	-0.09	0.0819	0.133	Unaltered group
ISCA1P1	5q12.1	5.97	6.05	0.35	0.36	-0.08	0.0819	0.133	Unaltered group
RP1	8q11.23-q12.1	0.93	1.12	0.85	0.71	-0.19	0.0820	0.133	Unaltered group
TMEM128	4p16.3	9.38	9.44	0.26	0.32	-0.06	0.0820	0.133	Unaltered group
COL6A6	3q22.1	1.47	1.65	0.78	0.72	-0.18	0.0821	0.133	Unaltered group
RPSAP58	19p12	12.52	12.68	0.71	0.61	-0.16	0.0821	0.133	Unaltered group
EVPLL	17p11.2	0.16	0.24	0.30	0.42	-0.07	0.0821	0.133	Unaltered group
TAS2R9	12p13.2	0.04	0.07	0.14	0.19	-0.03	0.0825	0.134	Unaltered group
CRYBA2	2q35	0.88	1.12	1.06	1.03	-0.24	0.0825	0.134	Unaltered group
RSPO2	8q23.1	5.16	5.57	1.75	2.01	-0.41	0.0825	0.134	Unaltered group
CAPN11	6p21.1	0.93	1.10	0.73	0.79	-0.17	0.0826	0.134	Unaltered group
TNFSF9	19p13.3	3.94	4.21	1.16	1.20	-0.27	0.0827	0.134	Unaltered group
QPCTL	19q13.32	6.95	7.07	0.52	0.56	-0.12	0.0828	0.134	Unaltered group
APOA1	11q23.3	1.67	1.91	1.08	0.94	-0.25	0.0828	0.134	Unaltered group
MYOZ1	10q22.2	5.06	5.33	1.14	1.34	-0.27	0.0828	0.134	Unaltered group
TMEM191A	22q11.21	1.88	2.13	1.05	1.43	-0.25	0.0829	0.134	Unaltered group
PEG3	19q13.43	10.32	10.65	1.41	1.65	-0.33	0.0833	0.135	Unaltered group
H3-4	1q42.13	0.17	0.24	0.33	0.34	-0.07	0.0833	0.135	Unaltered group
ZNF589	3p21.31	8.53	8.64	0.45	0.41	-0.10	0.0833	0.135	Unaltered group
SYTL5	Xp11.4	4.27	4.62	1.50	1.82	-0.35	0.0833	0.135	Unaltered group
VEGFA	6p21.1	9.19	9.45	1.14	1.10	-0.26	0.0834	0.135	Unaltered group
PPOX	1q23.3	8.39	8.50	0.48	0.38	-0.11	0.0835	0.135	Unaltered group
LAMA5	20q13.33	10.05	10.22	0.76	0.78	-0.17	0.0838	0.136	Unaltered group
H2AZ1	4q23	10.92	11.02	0.43	0.47	-0.10	0.0838	0.136	Unaltered group
EIF2S1	14q23.3	10.31	10.39	0.39	0.37	-0.09	0.0839	0.136	Unaltered group
ZNF440	19p13.2	7.48	7.59	0.43	0.47	-0.10	0.0842	0.136	Unaltered group
SIAH3	13q14.13	2.48	2.80	1.35	1.76	-0.32	0.0843	0.136	Unaltered group
ELMO1	7p14.2-p14.1	11.10	11.30	0.86	0.80	-0.19	0.0847	0.137	Unaltered group
ARMC1	8q13.1	9.39	9.51	0.53	0.43	-0.12	0.0847	0.137	Unaltered group
LNX1	4q12	7.07	7.40	1.46	1.55	-0.33	0.0848	0.137	Unaltered group
