Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
PM20D2	6q15	8.82	8.87	0.58	0.76	-0.05	0.631	0.749	Unaltered group
AGAP5	10q22.2	5.20	5.27	0.83	0.95	-0.07	0.632	0.749	Unaltered group
NOL9	1p36.31	7.74	7.78	0.53	0.54	-0.05	0.632	0.749	Unaltered group
MTURN	7p14.3	9.33	9.41	0.92	1.08	-0.08	0.633	0.750	Unaltered group
PTPRN	2q35	3.16	3.35	2.21	2.56	-0.19	0.633	0.750	Unaltered group
RBBP5	1q32.1	8.95	9.00	0.56	0.50	-0.05	0.633	0.750	Unaltered group
HNF1B	17q12	8.60	8.69	0.99	1.92	-0.09	0.634	0.751	Unaltered group
DPY19L2P1	7p14.2	1.53	1.62	1.02	1.48	-0.09	0.634	0.751	Unaltered group
EFNA2	19p13.3	1.05	1.18	1.49	1.47	-0.13	0.634	0.751	Unaltered group
TBCB	19q13.12	10.10	10.14	0.54	0.62	-0.05	0.634	0.751	Unaltered group
CALHM4	6q22.1	0.10	0.14	0.42	0.47	-0.04	0.634	0.751	Unaltered group
ZNF556	19p13.3	0.54	0.61	0.80	1.23	-0.07	0.635	0.751	Unaltered group
SEBOX	17q11.2	0.09	0.12	0.31	0.29	-0.03	0.635	0.751	Unaltered group
PCDHGB1	5q31	4.71	4.83	1.32	1.73	-0.11	0.635	0.751	Unaltered group
ETFA	15q24.2-q24.3	10.27	10.31	0.47	0.54	-0.04	0.635	0.751	Unaltered group
CUL5	11q22.3	9.70	9.74	0.43	0.45	-0.04	0.635	0.752	Unaltered group
ANXA7	10q22.2	11.51	11.53	0.33	0.41	-0.03	0.636	0.752	Unaltered group
TMEM50B	21q22.11	10.15	10.20	0.59	0.70	-0.05	0.636	0.752	Unaltered group
CDK4	12q14.1	11.25	11.33	1.00	0.71	-0.08	0.636	0.752	Unaltered group
MT1X	16q13	8.49	8.58	1.05	1.30	-0.09	0.636	0.753	Unaltered group
UMODL1	21q22.3	4.42	4.62	2.27	2.75	-0.20	0.637	0.753	Unaltered group
SLC16A11	17p13.1	4.59	4.70	1.22	1.60	-0.11	0.637	0.753	Unaltered group
PRSS38	1q42.13	0.08	0.11	0.27	0.54	-0.02	0.637	0.753	Unaltered group
C2CD3	11q13.4	9.30	9.34	0.48	0.59	-0.04	0.637	0.753	Unaltered group
GTF2F1	19p13.3	10.45	10.48	0.35	0.40	-0.03	0.637	0.753	Unaltered group
NPIPB5	16p12.2	7.20	7.30	1.19	1.21	-0.10	0.638	0.754	Unaltered group
KRT28	17q21.2	0.06	0.08	0.27	0.34	-0.02	0.639	0.755	Unaltered group
TGIF2LX	Xq21.31	0.26	0.35	1.00	1.05	-0.08	0.639	0.755	Unaltered group
KANSL1	17q21.31	10.17	10.21	0.42	0.45	-0.04	0.639	0.755	Unaltered group
AP3M1	10q22.2	10.26	10.28	0.30	0.42	-0.03	0.639	0.755	Unaltered group
LMAN1	18q21.32	11.93	11.97	0.54	0.61	-0.05	0.639	0.755	Unaltered group
UTY	Yq11.221	3.37	3.71	4.14	3.89	-0.35	0.639	0.755	Unaltered group
DBT	1p21.2	9.18	9.21	0.40	0.52	-0.03	0.639	0.755	Unaltered group
CACNA1D	3p21.1	6.93	7.07	1.58	1.82	-0.13	0.640	0.755	Unaltered group
PRH1	12p13.2	4.99	5.04	0.57	0.79	-0.05	0.640	0.755	Unaltered group
SDSL	12q24.13	8.04	8.11	0.81	0.98	-0.07	0.640	0.755	Unaltered group
CLSPN	1p34.3	6.38	6.49	1.24	1.50	-0.11	0.640	0.756	Unaltered group
EPHB1	3q22.2	4.81	4.92	1.24	1.80	-0.11	0.641	0.756	Unaltered group
SNW1	14q24.3	10.33	10.35	0.23	0.37	-0.02	0.641	0.756	Unaltered group
RTP1	3q27.3	0.48	0.56	0.88	0.94	-0.07	0.641	0.756	Unaltered group
SSTR5	16p13.3	0.68	0.77	1.07	1.31	-0.09	0.641	0.756	Unaltered group
PLEKHG5	1p36.31	8.32	8.41	1.02	1.03	-0.09	0.641	0.757	Unaltered group
ZNF470	19q13.43	6.88	6.94	0.70	0.83	-0.06	0.641	0.757	Unaltered group
LINC02875	17q23.2	3.36	3.44	0.87	1.13	-0.07	0.642	0.757	Unaltered group
HOMER2	15q25.2	7.13	7.24	1.31	1.62	-0.11	0.642	0.757	Unaltered group
KIN	10p14	7.71	7.74	0.35	0.43	-0.03	0.642	0.758	Unaltered group
CERCAM	9q34.11	9.91	10.00	1.11	1.02	-0.09	0.642	0.758	Unaltered group
FAM237A	2q33.3	0.03	0.04	0.17	0.30	-0.02	0.643	0.758	Unaltered group
SRD5A1	5p15.31	8.54	8.61	0.84	0.94	-0.07	0.643	0.758	Unaltered group
LRRC40	1p31.1	8.40	8.44	0.48	0.57	-0.04	0.643	0.758	Unaltered group
SMNDC1	10q25.2	9.40	9.43	0.30	0.40	-0.03	0.643	0.758	Unaltered group
ZNF69	19p13.2	5.83	5.90	0.82	1.05	-0.07	0.643	0.758	Unaltered group
PIGB	15q21.3	7.94	7.97	0.42	0.54	-0.04	0.643	0.758	Unaltered group
KLHL21	1p36.31	9.84	9.88	0.50	0.64	-0.04	0.644	0.759	Unaltered group
FAM89A	1q42.2	8.03	8.10	0.82	1.10	-0.07	0.644	0.759	Unaltered group
RTEL1	20q13.33	8.88	8.96	1.01	0.82	-0.08	0.644	0.759	Unaltered group
ADGRV1	5q14.3	7.23	7.39	1.89	2.16	-0.16	0.644	0.759	Unaltered group
LAMB2	3p21.31	11.63	11.69	0.71	0.70	-0.06	0.644	0.759	Unaltered group
HSFX2	Xq28	4.18	4.26	0.87	0.85	-0.07	0.646	0.760	Unaltered group
MAGEA3	Xq28	2.51	2.82	3.78	3.96	-0.31	0.646	0.761	Unaltered group
CALCA	11p15.2	3.15	3.47	3.91	4.33	-0.32	0.646	0.761	Unaltered group
HSF2	6q22.31	8.04	8.08	0.44	0.52	-0.04	0.646	0.761	Unaltered group
TAF7L	Xq22.1	1.65	1.80	1.78	1.70	-0.15	0.646	0.761	Unaltered group
ZNF322	6p22.2	9.81	9.89	1.01	1.03	-0.08	0.646	0.761	Unaltered group
SEPTIN7P2	7p12.3	6.90	6.96	0.61	0.72	-0.05	0.646	0.761	Unaltered group
LTV1	6q24.2	9.01	9.04	0.31	0.49	-0.03	0.647	0.761	Unaltered group
FNDC5	1p35.1	4.92	5.04	1.51	1.53	-0.12	0.647	0.761	Unaltered group
XRCC6P5	Xq22.1	1.29	1.36	0.83	0.87	-0.07	0.647	0.761	Unaltered group
OR5P3	11p15.4	0.06	0.08	0.20	0.25	-0.02	0.647	0.761	Unaltered group
CYP2B7P	19q13.2	9.70	9.85	1.67	2.65	-0.14	0.647	0.762	Unaltered group
IQCK	16p12.3	7.66	7.71	0.56	0.68	-0.05	0.647	0.762	Unaltered group
RCOR1	14q32.31	9.93	9.98	0.55	0.60	-0.05	0.647	0.762	Unaltered group
RAB11FIP4	17q11.2	9.66	9.71	0.67	0.78	-0.06	0.648	0.762	Unaltered group
ZNF322P1	9q22.33	5.19	5.26	0.83	1.08	-0.07	0.648	0.762	Unaltered group
CEACAM22P	19q13.31	0.69	0.77	0.92	0.95	-0.08	0.648	0.762	Unaltered group
TMEM150C	4q21.22	7.05	7.15	1.23	1.64	-0.10	0.648	0.762	Unaltered group
C5ORF46	5q32	2.36	2.52	2.06	1.98	-0.17	0.648	0.762	Unaltered group
TMPRSS11D	4q13.2	1.15	1.32	2.05	1.79	-0.17	0.649	0.762	Unaltered group
ZWILCH	15q22.31	8.26	8.30	0.53	0.69	-0.04	0.649	0.762	Unaltered group
HOXC5	12q13.13	2.90	3.03	1.64	1.89	-0.13	0.649	0.763	Unaltered group
CTXN3	5q23.2	0.35	0.40	0.56	0.83	-0.05	0.650	0.763	Unaltered group
ATOH1	4q22.2	0.18	0.24	0.69	0.88	-0.06	0.650	0.763	Unaltered group
SLC44A2	19p13.2	11.93	11.97	0.50	0.52	-0.04	0.650	0.763	Unaltered group
TAF7	5q31.3	11.23	11.27	0.41	0.52	-0.03	0.652	0.765	Unaltered group
SCIN	7p21.3	8.53	8.66	1.54	2.12	-0.13	0.652	0.765	Unaltered group
RMDN1	8q21.3	9.29	9.32	0.40	0.48	-0.03	0.652	0.765	Unaltered group
LY6E	8q24.3	12.63	12.70	0.93	1.27	-0.08	0.652	0.765	Unaltered group
XPOT	12q14.2	10.76	10.81	0.70	0.71	-0.06	0.652	0.765	Unaltered group
ZNF518B	4p16.1	8.36	8.42	0.66	1.10	-0.06	0.653	0.765	Unaltered group
SNORA71B	20q11.23	0.06	0.08	0.22	0.23	-0.02	0.653	0.766	Unaltered group
KNCN	1p33	0.30	0.35	0.58	0.69	-0.05	0.654	0.766	Unaltered group
COX7B	Xq21.1	10.37	10.43	0.71	0.73	-0.06	0.654	0.766	Unaltered group
CCDC40	17q25.3	6.78	6.87	1.02	1.25	-0.08	0.654	0.766	Unaltered group
WDR19	4p14	8.28	8.32	0.47	0.63	-0.04	0.654	0.766	Unaltered group
INF2	14q32.33	11.08	11.16	0.90	0.79	-0.07	0.654	0.767	Unaltered group
MTX3	5q14.1	8.70	8.73	0.41	0.61	-0.03	0.655	0.767	Unaltered group
BAP1	3p21.1	10.51	10.54	0.31	0.40	-0.03	0.655	0.767	Unaltered group
ARPP19	15q21.2	11.63	11.67	0.42	0.44	-0.03	0.655	0.767	Unaltered group
SBSN	19q13.12	2.10	2.28	2.35	2.25	-0.19	0.655	0.767	Unaltered group
GRIN2C	17q25.1	3.59	3.72	1.58	1.61	-0.13	0.655	0.767	Unaltered group
SPOPL	2q22.1	9.50	9.53	0.33	0.48	-0.03	0.656	0.768	Unaltered group
ORMDL1	2q32.2	9.57	9.60	0.43	0.44	-0.03	0.656	0.768	Unaltered group
PPP2R5A	1q32.3	10.77	10.81	0.48	0.67	-0.04	0.656	0.768	Unaltered group
LINC00452	13q34	0.32	0.37	0.50	0.66	-0.04	0.656	0.768	Unaltered group
DHRS12	13q14.3	7.54	7.58	0.49	0.66	-0.04	0.656	0.768	Unaltered group
ERC1	12p13.33	9.88	9.93	0.63	0.67	-0.05	0.657	0.768	Unaltered group
NEIL1	15q24.2	6.63	6.72	1.15	1.22	-0.09	0.657	0.768	Unaltered group
RPL26	17p13.1	13.01	13.06	0.66	0.75	-0.05	0.657	0.768	Unaltered group
NOP9	14q12	8.06	8.10	0.48	0.60	-0.04	0.657	0.769	Unaltered group
DBX2	12q12	0.12	0.14	0.30	0.35	-0.02	0.657	0.769	Unaltered group
DSCR4	21q22.13	0.27	0.36	1.12	1.21	-0.09	0.657	0.769	Unaltered group
ATP8B3	19p13.3	5.52	5.59	0.81	1.65	-0.07	0.658	0.769	Unaltered group
MAGEA9B	Xq28	1.21	1.37	1.90	2.77	-0.16	0.658	0.769	Unaltered group
GAB4	22q11.1	0.24	0.29	0.65	1.05	-0.05	0.658	0.769	Unaltered group
SLC13A3	20q13.12	6.06	6.15	1.13	1.77	-0.09	0.658	0.769	Unaltered group
KLLN	10q23	4.56	4.61	0.62	0.83	-0.05	0.658	0.769	Unaltered group
RACK1	5q35.3	14.26	14.31	0.55	0.66	-0.04	0.658	0.770	Unaltered group
NEMP1	12q13.3	9.12	9.17	0.57	0.74	-0.05	0.659	0.770	Unaltered group
CDKL3	5q31.1	4.42	4.46	0.47	0.73	-0.04	0.659	0.770	Unaltered group
GSTA4	6p12.2	8.60	8.68	1.02	1.11	-0.08	0.659	0.770	Unaltered group
TRAPPC6A	19q13.32	8.46	8.52	0.82	0.84	-0.06	0.659	0.770	Unaltered group
ZNF335	20q13.12	9.09	9.13	0.57	0.55	-0.05	0.659	0.770	Unaltered group
WDR83	19p13.13	7.19	7.24	0.57	0.54	-0.05	0.659	0.770	Unaltered group
SELENOO	22q13.33	8.38	8.43	0.75	0.75	-0.06	0.660	0.771	Unaltered group
ZNF532	18q21.32	10.24	10.29	0.66	0.69	-0.05	0.660	0.771	Unaltered group
BACE2	21q22.2-q22.3	10.26	10.33	0.86	1.39	-0.07	0.660	0.771	Unaltered group
SEC61B	9q22.33	10.45	10.49	0.52	0.54	-0.04	0.660	0.771	Unaltered group
TCEAL5	Xq22.1	3.00	3.07	0.91	1.02	-0.07	0.661	0.771	Unaltered group
PHKB	16q12.1	10.75	10.78	0.44	0.61	-0.04	0.661	0.771	Unaltered group
NUTM2G	9q22.33	1.95	2.03	1.01	0.81	-0.08	0.661	0.771	Unaltered group
SEC14L1P1	11p11.2	4.16	4.22	0.83	0.86	-0.07	0.661	0.771	Unaltered group
STRA8	7q33	0.39	0.49	1.25	1.32	-0.10	0.661	0.771	Unaltered group
TAS2R30	12p13.2	0.16	0.19	0.29	0.36	-0.02	0.661	0.771	Unaltered group
SLC41A1	1q32.1	9.89	9.95	0.68	0.80	-0.05	0.661	0.772	Unaltered group
GPR137	11q13.1	8.87	8.91	0.51	0.59	-0.04	0.661	0.772	Unaltered group
EEF1AKMT1	13q12.11	6.43	6.48	0.64	0.69	-0.05	0.662	0.772	Unaltered group
NEAT1	11q13.1	13.19	13.29	1.23	1.35	-0.10	0.662	0.772	Unaltered group
KRTAP12-1	21q22.3	0.03	0.04	0.13	0.18	-0.01	0.662	0.772	Unaltered group
ARL4D	17q21.31	7.33	7.42	1.12	1.21	-0.09	0.662	0.772	Unaltered group
PWWP3A	19p13.3	9.17	9.21	0.46	0.56	-0.04	0.662	0.772	Unaltered group
HPS3	3q24	10.10	10.14	0.43	0.58	-0.03	0.663	0.773	Unaltered group
BCAR4	16p13.13	0.74	0.86	1.61	1.86	-0.13	0.663	0.773	Unaltered group
GNPTG	16p13.3	10.27	10.31	0.56	0.63	-0.04	0.663	0.773	Unaltered group
LRIF1	1p13.3	8.70	8.75	0.53	0.72	-0.04	0.663	0.773	Unaltered group
TBC1D8B	Xq22.3	8.14	8.18	0.53	0.74	-0.04	0.664	0.773	Unaltered group
NPAP1	15q11.2	0.32	0.37	0.62	0.65	-0.05	0.664	0.773	Unaltered group
SETD1B	12q24.31	9.71	9.75	0.59	0.54	-0.05	0.664	0.773	Unaltered group
KDM4E	11q21	0.29	0.34	0.64	0.72	-0.05	0.664	0.773	Unaltered group
IER5	1q25.3	10.05	10.09	0.50	0.80	-0.04	0.664	0.774	Unaltered group
SF3A3	1p34.3	10.62	10.64	0.28	0.38	-0.02	0.664	0.774	Unaltered group
CT45A2	Xq26.3	0.30	0.36	0.70	1.25	-0.06	0.665	0.774	Unaltered group
FAM9C	Xp22.2	0.47	0.53	0.79	1.19	-0.06	0.665	0.774	Unaltered group
SNORA72	8q22.2	0.18	0.21	0.35	0.36	-0.03	0.665	0.775	Unaltered group
RNF4	4p16.3	10.42	10.44	0.27	0.38	-0.02	0.665	0.775	Unaltered group
DEPDC1B	5q12.1	6.68	6.77	1.12	1.47	-0.09	0.666	0.775	Unaltered group
ZSCAN29	15q15.3	8.66	8.69	0.41	0.53	-0.03	0.666	0.775	Unaltered group
OPN5	6p12.3	0.12	0.14	0.25	0.40	-0.02	0.666	0.775	Unaltered group
ZHX1	8q24.13	9.46	9.50	0.45	0.57	-0.04	0.667	0.776	Unaltered group
GTF2IRD2B	7q11.23	6.64	6.69	0.63	0.88	-0.05	0.667	0.776	Unaltered group
MX2	21q22.3	9.80	9.86	0.64	1.17	-0.05	0.667	0.776	Unaltered group
ALPI	2q37.1	0.23	0.28	0.68	0.93	-0.05	0.667	0.776	Unaltered group
SHISA5	3p21.31	11.92	11.95	0.40	0.48	-0.03	0.667	0.776	Unaltered group
MS4A10	11q12.2	0.24	0.31	0.92	0.75	-0.07	0.668	0.777	Unaltered group
FGFBP1	4p15.32	5.74	5.92	2.43	2.56	-0.19	0.668	0.777	Unaltered group
OR8S1	12q13.11	0.12	0.15	0.35	0.46	-0.03	0.669	0.778	Unaltered group
PSKH2	8q21.3	0.02	0.03	0.10	0.26	-0.01	0.669	0.778	Unaltered group
TAF1B	2p25.1	7.90	7.93	0.43	0.58	-0.03	0.670	0.778	Unaltered group
MAB21L4	2q37.3	7.47	7.61	1.79	1.91	-0.14	0.670	0.778	Unaltered group
LINC-PINT	7q32.3	7.07	7.13	0.72	0.98	-0.06	0.670	0.778	Unaltered group
ADH4	4q23	0.91	0.99	1.08	1.60	-0.09	0.670	0.778	Unaltered group
OR2K2	9q31.3	0.18	0.21	0.38	0.40	-0.03	0.670	0.779	Unaltered group
IGFL4	19q13.32	0.21	0.24	0.47	0.57	-0.04	0.670	0.779	Unaltered group
SCGB2A1	11q12.3	3.29	3.45	2.02	2.62	-0.16	0.670	0.779	Unaltered group
GCM1	6p12.1	2.09	2.19	1.32	1.53	-0.10	0.670	0.779	Unaltered group
CNDP1	18q22.3	0.95	1.03	1.10	1.22	-0.08	0.671	0.780	Unaltered group
KRTAP5-7	11q13.4	0.36	0.39	0.48	0.51	-0.04	0.671	0.780	Unaltered group
RBFOX2	22q12.3	10.62	10.65	0.47	0.54	-0.04	0.671	0.780	Unaltered group
ASCC2	22q12.2	10.53	10.57	0.46	0.53	-0.04	0.672	0.780	Unaltered group
TUBA1B	12q13.12	13.98	14.02	0.47	0.65	-0.04	0.672	0.780	Unaltered group
CYP26A1	10q23.33	2.11	2.25	1.84	2.07	-0.14	0.672	0.781	Unaltered group
CYP11B1	8q24.3	0.11	0.13	0.24	0.77	-0.02	0.673	0.781	Unaltered group
C6ORF141	6p12.3	4.87	4.98	1.41	1.88	-0.11	0.674	0.782	Unaltered group
ATG10	5q14.1-q14.2	6.67	6.70	0.51	0.62	-0.04	0.674	0.782	Unaltered group
AVP	20p13	0.06	0.08	0.24	0.32	-0.02	0.674	0.782	Unaltered group
KLHL36	16q24.1	8.06	8.10	0.53	0.58	-0.04	0.674	0.783	Unaltered group
UPF3B	Xq24	8.19	8.22	0.50	0.64	-0.04	0.675	0.783	Unaltered group
STXBP4	17q22	7.16	7.20	0.51	0.66	-0.04	0.675	0.783	Unaltered group
ACBD4	17q21.31	7.93	7.98	0.69	0.75	-0.05	0.675	0.783	Unaltered group
MTF2	1p22.1	8.92	8.95	0.33	0.54	-0.03	0.676	0.784	Unaltered group
INGX	Xq13.1	1.14	1.20	0.82	0.95	-0.06	0.676	0.784	Unaltered group
VCP	9p13.3	12.75	12.77	0.31	0.39	-0.02	0.676	0.784	Unaltered group
CD99L2	Xq28	10.58	10.63	0.60	0.80	-0.05	0.676	0.784	Unaltered group
C4ORF17	4q23	0.09	0.11	0.28	0.32	-0.02	0.676	0.784	Unaltered group
BTBD3	20p12.2	9.25	9.30	0.66	0.75	-0.05	0.677	0.784	Unaltered group
RPL27	17q21.31	13.11	13.18	1.00	0.88	-0.07	0.677	0.784	Unaltered group
UBR5	8q22.3	11.03	11.06	0.44	0.62	-0.03	0.677	0.784	Unaltered group
TDRD1	10q25.3	2.04	2.19	2.00	2.35	-0.15	0.677	0.784	Unaltered group
MAGEB2	Xp21.2	1.01	1.18	2.20	2.37	-0.17	0.677	0.784	Unaltered group
COL28A1	7p21.3	4.95	5.07	1.62	2.24	-0.12	0.677	0.785	Unaltered group
KRT24	17q21.2	0.65	0.75	1.21	1.37	-0.09	0.677	0.785	Unaltered group
ECE1	1p36.12	12.05	12.10	0.66	0.81	-0.05	0.678	0.785	Unaltered group
ARAF	Xp11.3	10.53	10.56	0.37	0.47	-0.03	0.678	0.785	Unaltered group
TMEM38A	19p13.11	6.05	6.12	0.92	1.00	-0.07	0.678	0.785	Unaltered group
SNX15	11q13.1	8.86	8.89	0.32	0.46	-0.02	0.678	0.785	Unaltered group
EGFR	7p11.2	9.80	9.91	1.41	1.51	-0.11	0.678	0.785	Unaltered group
RAD51AP1	12p13.32	7.17	7.24	0.89	1.22	-0.07	0.678	0.785	Unaltered group
FOLR1	11q13.4	10.33	10.46	1.68	2.41	-0.13	0.678	0.785	Unaltered group
RIT2	18q12.3	0.08	0.10	0.29	0.41	-0.02	0.679	0.786	Unaltered group
PRDM15	21q22.3	7.78	7.82	0.65	0.67	-0.05	0.679	0.786	Unaltered group
ANKRD31	5q13.3	0.98	1.04	0.82	0.81	-0.06	0.679	0.786	Unaltered group
IL31RA	5q11.2	3.99	4.13	1.76	2.44	-0.13	0.680	0.786	Unaltered group
HPCAL1	2p25.1	10.55	10.59	0.54	0.72	-0.04	0.680	0.787	Unaltered group
PCDH8	13q14.3	1.07	1.22	2.01	1.96	-0.15	0.680	0.787	Unaltered group
MTMR4	17q22	10.02	10.06	0.44	0.51	-0.03	0.680	0.787	Unaltered group
LINC01226	1p35.2	1.35	1.46	1.42	1.39	-0.10	0.681	0.787	Unaltered group
GSKIP	14q32.2	9.28	9.33	0.67	0.69	-0.05	0.681	0.787	Unaltered group
NAPEPLD	7q22.1	8.65	8.69	0.55	0.57	-0.04	0.681	0.787	Unaltered group
GFRAL	6p12.1	0.02	0.02	0.10	0.18	-0.01	0.681	0.788	Unaltered group
B3GNT8	19q13.2	7.92	8.03	1.48	1.55	-0.11	0.682	0.788	Unaltered group
SS18	18q11.2	10.62	10.65	0.43	0.52	-0.03	0.682	0.788	Unaltered group
UPK3A	22q13.31	3.16	3.29	1.70	2.12	-0.13	0.682	0.788	Unaltered group
NDUFAF4	6q16.1	7.50	7.53	0.43	0.62	-0.03	0.683	0.789	Unaltered group
SLC38A11	2q24.3	1.80	1.88	0.98	1.64	-0.08	0.683	0.789	Unaltered group
RNF144A	2p25.1	8.97	9.03	0.82	0.74	-0.06	0.683	0.789	Unaltered group
FHL2	2q12.2	9.81	9.91	1.43	1.42	-0.10	0.683	0.789	Unaltered group
DTNB	2p23.3	8.33	8.36	0.43	0.68	-0.03	0.683	0.789	Unaltered group
TSGA10	2q11.2	5.80	5.87	0.92	1.02	-0.07	0.684	0.789	Unaltered group
ADAM9	8p11.22	11.91	11.97	0.81	0.89	-0.06	0.684	0.790	Unaltered group
RPS25	11q23.3	12.86	12.89	0.48	0.59	-0.04	0.684	0.790	Unaltered group
MLLT6	17q12	11.82	11.86	0.60	0.67	-0.04	0.684	0.790	Unaltered group
DRP2	Xq22.1	3.44	3.54	1.33	1.63	-0.10	0.684	0.790	Unaltered group
CTNNA2	2p12	1.08	1.19	1.54	1.54	-0.11	0.685	0.790	Unaltered group
B3GNT5	3q27.1	9.68	9.75	0.92	0.98	-0.07	0.685	0.790	Unaltered group
ANKMY1	2q37.3	7.81	7.85	0.65	0.77	-0.05	0.685	0.790	Unaltered group
BTF3L4	1p32.3	9.87	9.91	0.59	0.53	-0.04	0.685	0.790	Unaltered group
RPL23AP7	2q14.1	6.52	6.55	0.50	0.61	-0.04	0.685	0.791	Unaltered group
TERC	3q26.2	0.61	0.66	0.65	0.76	-0.05	0.686	0.791	Unaltered group
SKP2	5p13.2	7.11	7.15	0.60	1.02	-0.05	0.686	0.791	Unaltered group
HSCB	22q12.1	7.77	7.81	0.56	0.62	-0.04	0.686	0.791	Unaltered group
ZNF500	16p13.3	7.82	7.85	0.45	0.50	-0.03	0.687	0.791	Unaltered group
BAG5	14q32.33	10.06	10.09	0.35	0.41	-0.03	0.687	0.792	Unaltered group
DYRK1B	19q13.2	8.82	8.85	0.45	0.69	-0.03	0.687	0.792	Unaltered group
SLC6A3	5p15.33	4.24	4.45	2.87	3.08	-0.21	0.687	0.792	Unaltered group
MPV17L2	19p13.11	7.93	7.97	0.62	0.54	-0.04	0.688	0.792	Unaltered group
SLC25A36	3q23	10.20	10.23	0.39	0.58	-0.03	0.688	0.793	Unaltered group
EGR4	2p13.2	2.27	2.38	1.41	1.78	-0.10	0.688	0.793	Unaltered group
BBC3	19q13.32	7.49	7.57	1.13	0.82	-0.08	0.689	0.793	Unaltered group
PCDH19	Xq22.1	3.63	3.75	1.56	1.66	-0.11	0.689	0.793	Unaltered group
H4C9	6p22.1	0.94	1.00	0.78	0.78	-0.06	0.690	0.795	Unaltered group
REXO1	19p13.3	9.30	9.35	0.65	0.56	-0.05	0.690	0.795	Unaltered group
LRRC29	16q22.1	5.65	5.70	0.82	0.95	-0.06	0.690	0.795	Unaltered group
LIMK1	7q11.23	10.79	10.83	0.54	0.79	-0.04	0.691	0.795	Unaltered group
LRPAP1	4p16.3	11.48	11.51	0.44	0.64	-0.03	0.691	0.795	Unaltered group
MAP4K5	14q22.1	9.72	9.75	0.41	0.52	-0.03	0.691	0.795	Unaltered group
CDC37L1	9p24.1	8.29	8.32	0.41	0.52	-0.03	0.691	0.795	Unaltered group
POLR2A	17p13.1	12.10	12.14	0.57	0.65	-0.04	0.691	0.795	Unaltered group
IDUA	4p16.3	8.05	8.13	1.10	1.06	-0.08	0.691	0.795	Unaltered group
RNF227	17p13.1	6.47	6.50	0.43	0.75	-0.03	0.692	0.796	Unaltered group
NLGN2	17p13.1	8.77	8.82	0.78	0.92	-0.06	0.692	0.796	Unaltered group
BRICD5	16p13.3	4.29	4.38	1.36	1.36	-0.10	0.692	0.796	Unaltered group
RPF1	1p22.3	9.11	9.13	0.36	0.47	-0.03	0.692	0.796	Unaltered group
AHSA2P	2p15	8.54	8.62	1.10	1.22	-0.08	0.693	0.797	Unaltered group
OBP2A	9q34.3	1.03	1.16	1.81	2.00	-0.13	0.694	0.797	Unaltered group
B3GALT1	2q24.3	0.75	0.82	0.93	0.96	-0.07	0.694	0.797	Unaltered group
TMEM43	3p25.1	11.34	11.37	0.35	0.61	-0.03	0.694	0.797	Unaltered group
TFAP2E	1p34.3	4.87	4.94	0.93	1.34	-0.07	0.694	0.798	Unaltered group
MINDY4	7p14.3	7.75	7.79	0.53	0.76	-0.04	0.695	0.798	Unaltered group
CDH17	8q22.1	4.40	4.55	2.09	3.05	-0.15	0.695	0.798	Unaltered group
TMEM126B	11q14.1	9.21	9.25	0.60	0.61	-0.04	0.695	0.798	Unaltered group
GBF1	10q24.32	11.13	11.16	0.46	0.51	-0.03	0.695	0.798	Unaltered group
PSMD6	3p14.1	9.88	9.90	0.27	0.39	-0.02	0.696	0.799	Unaltered group
GABRB1	4p12	0.42	0.47	0.77	1.06	-0.06	0.696	0.799	Unaltered group
ZNF137P	19q13.41	5.36	5.41	0.67	0.89	-0.05	0.696	0.799	Unaltered group
RIMKLA	1p34.2	7.29	7.41	1.73	1.72	-0.12	0.697	0.800	Unaltered group
CLCNKB	1p36.13	3.41	3.54	1.83	1.88	-0.13	0.697	0.800	Unaltered group
PLAA	9p21.2	9.45	9.48	0.40	0.55	-0.03	0.697	0.800	Unaltered group
RAD51AP2	2p24.2	0.91	0.97	0.83	1.04	-0.06	0.698	0.801	Unaltered group
KCTD1	18q11.2	7.98	8.05	0.97	0.97	-0.07	0.698	0.801	Unaltered group
RFPL4B	6q21	0.45	0.50	0.76	1.09	-0.05	0.699	0.801	Unaltered group
DRD4	11p15.5	2.52	2.61	1.28	1.33	-0.09	0.699	0.802	Unaltered group
ZNF502	3p21.31	6.29	6.34	0.72	1.23	-0.05	0.700	0.802	Unaltered group
CFAP44	3q13.2	7.18	7.26	1.11	1.27	-0.08	0.700	0.802	Unaltered group
TEX12	11q23.1	0.85	0.90	0.70	0.76	-0.05	0.700	0.803	Unaltered group
USP7	16p13.2	11.12	11.15	0.38	0.40	-0.03	0.700	0.803	Unaltered group
SLC30A1	1q32.3	8.42	8.46	0.52	0.74	-0.04	0.701	0.803	Unaltered group
IFNL3	19q13.2	0.13	0.15	0.33	0.37	-0.02	0.701	0.803	Unaltered group
MAGI3	1p13.2	9.45	9.50	0.85	0.98	-0.06	0.701	0.803	Unaltered group
PSAT1	9q21.2	8.57	8.66	1.27	1.54	-0.09	0.701	0.803	Unaltered group
SPOCK1	5q31.2	6.61	6.75	1.94	2.20	-0.13	0.701	0.803	Unaltered group
KRT15	17q21.2	8.64	8.78	1.99	2.09	-0.14	0.702	0.804	Unaltered group
